SourceTimeStamp,AVG_SPEED,JOB_DONE,claw_ccw,claw_cw,claw_pos,claw_pos_AI,claw_sp_pos,disturbance_pos_end,disturbance_pos_ini,disturbance_value,err,home,x_bwd,x_disturbance,x_done,x_filt_speed,x_fwd,x_pos,x_pos_AI,x_sp_pos,x_speed,y_bwd,y_disturbance,y_done,y_filt_speed,y_fwd,y_pos,y_pos_AI,y_sp_pos,y_speed,z_disturbance,z_done,z_dwn,z_filt_speed,z_pos,z_pos_AI,z_sp_pos,z_speed,z_up,client_id,has_fault
2025-12-14 15:16:02.949000+00:00,2.1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00394,0.0,8.22989,22754.0,8.0,0.0,0.0,0.0,0.0,1.53518,1.0,3.84983,10644.0,9.0,3.09968,0.0,0.0,0.0,2.1229,5.32986,14736.0,10.0,4.30049,1.0,A,0
2025-12-14 15:16:03.050000+00:00,3.2117,,,,,,,,,,,,,,,0.00197,,,,,,,,,2.31743,,3.99993,11059.0,,1.50101,,,,3.2117,5.53964,15316.0,,2.0978,,A,0
2025-12-14 15:16:03.154000+00:00,2.65475,,,,,,,,,,,,,,,0.00099,,,,,,,,,1.90922,,4.17969,11556.0,,1.7976,,,,2.65475,5.7997,16035.0,,2.60055,,A,0
2025-12-14 15:16:03.249000+00:00,2.62765,,,,,,,,,,,,,,,0.00049,,,,,,,,,1.85341,,4.33992,11999.0,,1.60229,,,,2.62765,6.00984,16616.0,,2.10142,,A,0
2025-12-14 15:16:03.351000+00:00,2.36453,,,,,,,,,,,,,,,0.00025,,,,,,,,,1.72785,,4.48966,12413.0,,1.49739,,,,2.36453,6.21998,17197.0,,2.10142,,A,0
2025-12-14 15:16:03.449000+00:00,2.23298,,,,,,,,,,,,,,,0.00012,,,,,,,,,1.61262,,4.63976,12828.0,,1.50101,,,,2.23298,6.43989,17805.0,,2.19907,,A,0
2025-12-14 15:16:03.552000+00:00,2.21602,,,,,,,,,,,,,,,6e-05,,,,,,,,,1.55682,,4.79999,13271.0,,1.60229,,,,2.21602,6.64967,18385.0,,2.0978,,A,0
2025-12-14 15:16:03.650000+00:00,2.15691,,,,,,,,,,,,,,,3e-05,,,,,,,,,1.57955,,4.94973,13685.0,,,,,,2.15691,6.85981,18966.0,,,,A,0
2025-12-14 15:16:03.753000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09983,14100.0,,1.4974,,,,,7.07972,19574.0,,2.10142,,A,0
2025-12-14 15:16:03.849000+00:00,2.12917,,,,,,,,,,,,,,,2e-05,,,,,,,,,1.53847,,5.25969,14542.0,,1.50101,,,,2.12917,7.28986,20155.0,,2.19907,,A,0
